route,date,hour,boardings,selected,selected_events,selected_events_r10,selected_weather
1,2025-07-02,14,1174.0,1076.329405403836,1076.2865954619708,1050.2614782957867,1083.1312507906835
1,2025-07-02,15,1116.0,1188.4858568198288,1188.438585965588,1159.7015808082458,1195.996472995469
1,2025-07-02,16,1218.0,1197.4118778971672,1197.3642520192307,1168.4114200497627,1204.9789019113216
1,2025-07-02,17,1516.0,1414.075703965138,1414.0194604969436,1379.8278034700322,1423.0119313462524
1,2025-07-02,18,1540.0,1564.6952332710869,1564.6329990594816,1526.7994356812037,1574.5832982080976
1,2025-07-02,19,1304.0,1161.2914292122935,1161.2452399896229,1133.1657827550637,1168.6301906647964
1,2025-07-02,20,761.0,833.8280359863861,833.7948712976143,813.6333183157434,839.0973980901466
1,2025-07-02,21,395.0,456.48867673861594,456.4705203511613,445.4328480200765,459.37344917392596
1,2025-07-02,22,208.0,283.1998303764085,283.1885663821203,276.34093337127246,284.98950689191634
1,2025-07-02,23,30.0,39.07573750802369,39.07418330905574,38.129351139744315,39.32267596717217
1,2025-07-03,0,5.0,2.0471982109425686,2.0471263231795547,1.9785173563238574,2.03835950689074
1,2025-07-03,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-03,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-03,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-03,4,11.0,8.265955971639057,8.26566571098877,7.988643829933236,8.23026800642482
1,2025-07-03,5,129.0,111.24835347408316,111.24444696653175,107.51611496845912,110.76804274141699
1,2025-07-03,6,532.0,444.208174072415,444.19257561605843,429.3055638313363,442.2903213862202
1,2025-07-03,7,1144.0,1236.4358530781608,1236.3924353929006,1194.955027911005,1231.0975861111353
1,2025-07-03,8,1638.0,1609.3488530559084,1609.292340458185,1555.3572786120096,1602.4005477319397
1,2025-07-03,9,1317.0,1280.2996342295469,1280.2546762590873,1237.347235884873,1274.7719869777404
1,2025-07-03,10,1170.0,1287.110654416248,1287.065457275491,1243.9297551454072,1281.553600831728
1,2025-07-03,11,1274.0,1308.6216514716957,1308.5756989680967,1264.7190860458281,1302.971724937299
1,2025-07-03,12,1273.0,1214.4849061854043,1214.44225931191,1173.7405069218203,1209.2414116357272
1,2025-07-03,13,1346.0,1259.8549535739437,1259.8107135224184,1217.5884478469598,1254.4155754896185
1,2025-07-03,14,1154.0,1075.8170060005516,1075.77922847732,1039.7247356036164,1071.172205082332
1,2025-07-03,15,1225.0,1132.817930493371,1132.7781513715986,1094.81335273543,1127.9270301502986
1,2025-07-03,16,1086.0,1236.439087604659,1236.3956698058178,1194.9581539233188,1231.1008066726827
1,2025-07-03,17,1333.0,1446.135891946062,1446.0851106031853,1397.6199014460906,1439.8922526641802
1,2025-07-03,18,1587.0,1589.8097416382582,1589.753915160229,1536.4736791342784,1582.9457957194184
1,2025-07-03,19,1207.0,1346.640647086152,1346.5933595381339,1301.4625934849878,1340.8265749166196
1,2025-07-03,20,829.0,876.7326471938067,876.701860556523,847.3193997810554,872.9473857766649
1,2025-07-03,21,543.0,432.11687444656866,432.10170057854816,417.6199116837435,430.25122550812216
1,2025-07-03,22,233.0,245.29816870189026,245.28955500902694,237.06873211250706,244.23910275213382
1,2025-07-03,23,23.0,53.0532128579405,53.05134988406104,51.27334612111188,52.8241575349417
1,2025-07-04,0,9.0,5.213314180147643,5.213114411777681,5.042794196803795,5.205684207587518
1,2025-07-04,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-04,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-04,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-04,4,1.0,5.443508184978049,5.4432995958312205,5.265458887936016,5.435541310807994
1,2025-07-04,5,99.0,123.78632224102553,123.78157888757259,119.73745028024568,123.6051541377076
1,2025-07-04,6,406.0,480.9065228183908,480.8880950181762,465.1767644675106,480.2026896239399
1,2025-07-04,7,1247.0,1082.9597745448816,1082.9182767372645,1047.5377231709858,1081.3748032429482
1,2025-07-04,8,1566.0,1682.9356652579227,1682.8711770450543,1627.8892683418594,1680.472596180814
1,2025-07-04,9,1304.0,1365.8714992932305,1365.8191606246671,1321.1958136811422,1363.8724710934819
1,2025-07-04,10,1225.0,1182.7413283173291,1182.6960069921452,1144.055566317265,1181.010321213412
1,2025-07-04,11,1215.0,1171.1805681356432,1171.1356898058623,1132.8729419174451,1169.4664808412583
1,2025-07-04,12,1153.0,1201.132324693194,1201.0862986455934,1161.8450197422694,1199.3744013527232
1,2025-07-04,13,1174.0,1214.929117831603,1214.8825631063166,1175.1905396876837,1213.1510021241606
1,2025-07-04,14,1084.0,1105.2575711975928,1105.215218963341,1069.1061910738003,1103.6399658416328
1,2025-07-04,15,1264.0,1285.4731905721603,1285.4239326768875,1243.4272176131474,1283.5918297272315
1,2025-07-04,16,1319.0,1303.1979100577923,1303.1479729710884,1260.5721871034743,1301.2906081092513
1,2025-07-04,17,1623.0,1434.4199299039506,1434.3649645361756,1387.5021240508652,1432.3205772989338
1,2025-07-04,18,1370.0,1362.9235232246979,1362.8712975192811,1318.3442616554994,1360.9288095503612
1,2025-07-04,19,1080.0,1178.0264916713968,1177.9813510134811,1139.4949451739,1176.302384990702
1,2025-07-04,20,753.0,776.4687979869026,776.4390445707952,751.0716241499722,775.3323931170419
1,2025-07-04,21,473.0,533.4039105004892,533.3834710590802,515.9570383590695,532.6232444865205
1,2025-07-04,22,267.0,282.33070272142373,282.31988412459185,273.096072875242,281.91749618135975
1,2025-07-04,23,53.0,47.92415973300125,47.922323332788096,46.356629628915364,47.85402008457524
1,2025-07-05,0,1.0,6.507417735593891,6.507132186906233,6.99943929463595,6.527766718397601
1,2025-07-05,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-05,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-05,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-05,4,0.0,0.579090955827486,0.579065545031808,0.6228756407040891,0.580901798834761
1,2025-07-05,5,35.0,38.373300088824905,38.37161624956229,41.27467997596831,38.493295093810985
1,2025-07-05,6,165.0,171.89871203600475,171.89116903605816,184.8958601721476,172.43624690426248
1,2025-07-05,7,319.0,340.65250766611314,340.6375596666971,366.4090188851015,341.7177431100623
1,2025-07-05,8,437.0,463.0279260011749,463.00760810827313,498.0371618129462,464.47583478568373
1,2025-07-05,9,598.0,699.4669481156049,699.4362551622384,752.3531823015253,701.6542121698417
1,2025-07-05,10,690.0,780.3398604777719,780.3056187812741,839.3408421782185,782.780017702512
1,2025-07-05,11,569.0,670.7267751957355,670.6973433752784,721.4399838803384,672.8241674593045
1,2025-07-05,12,846.0,832.5311407593045,832.4946088837838,895.4782707071676,835.134502423671
1,2025-07-05,13,856.0,777.3744994900211,777.3403879150204,836.1512722038007,779.8053838999215
1,2025-07-05,14,719.0,717.3461891401407,717.3147116368932,771.5842609367411,719.5893623710947
1,2025-07-05,15,720.0,637.3770174659321,637.3490490492305,685.5686729848082,639.3701235634478
1,2025-07-05,16,693.0,643.9291825798706,643.9009266509444,692.6162429775248,645.9427775872193
1,2025-07-05,17,682.0,610.7255866095875,610.698787670767,656.9021450356621,612.6353525051635
1,2025-07-05,18,532.0,552.2649928319503,552.2407591727094,594.0213843559269,553.9919498675742
1,2025-07-05,19,588.0,570.9525586068338,570.9275049280246,614.1219046422393,572.7379524863869
1,2025-07-05,20,462.0,403.175787684887,403.15809613322295,433.659642830637,404.43653618818297
1,2025-07-05,21,315.0,348.60603443621426,348.59073743213565,374.9639065636784,349.6961409098176
1,2025-07-05,22,128.0,170.6692446427651,170.66175559245184,183.57343356095205,171.20293491215747
1,2025-07-05,23,68.0,39.54264582738024,39.540910676652054,42.53243917385886,39.66629742816089
1,2025-07-06,0,2.0,0.0,0.0,0.0,0.0
1,2025-07-06,1,1.0,0.0,0.0,0.0,0.0
1,2025-07-06,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-06,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-06,4,0.0,0.0,0.0,0.0,0.0
1,2025-07-06,5,35.0,28.04576927808092,28.126884836514247,29.827481387848,28.348218710108117
1,2025-07-06,6,118.0,125.72163946641028,126.0852586950845,133.70857558059063,127.07743891242019
1,2025-07-06,7,235.0,265.6149696558219,266.38319627775024,282.48915140062644,268.47939800912474
1,2025-07-06,8,375.0,354.86476777644174,355.89112770692134,377.4088758666097,358.69167822401255
1,2025-07-06,9,522.0,549.0376957241813,550.6256535672354,583.9173633664207,554.9585937244042
1,2025-07-06,10,572.0,635.6591211530915,637.4976103767003,676.0417379610931,642.5141565150888
1,2025-07-06,11,610.0,611.4503377133316,613.2188089257304,650.2950012496766,618.0443022261456
1,2025-07-06,12,711.0,788.37695388645,790.6571422541282,838.4615406871615,796.8789193544696
1,2025-07-06,13,775.0,777.7958088882049,780.0453938705066,827.2081889830976,786.1836658337166
1,2025-07-06,14,678.0,694.501338368504,696.5100143772053,738.6221265184548,701.9909362914195
1,2025-07-06,15,637.0,549.7399813091827,551.3299703422834,584.6642642628761,555.6684528537144
1,2025-07-06,16,593.0,569.5070578383894,571.1542183270263,605.6871180637836,575.6487002540716
1,2025-07-06,17,592.0,551.5844147346511,553.1797383423116,586.6258722018061,557.5327769028421
1,2025-07-06,18,512.0,495.053317611999,496.4851387866727,526.5034262620414,500.3920406561178
1,2025-07-06,19,501.0,418.60040884277686,419.8111085952789,445.19356127848215,423.114653206892
1,2025-07-06,20,366.0,339.5446466707558,340.5266968814188,361.1154869205429,343.2063428258941
1,2025-07-06,21,250.0,257.73193166432947,258.4773585184037,274.10531401540254,260.5113482520595
1,2025-07-06,22,106.0,119.81422408926962,120.16075755743348,127.42586960576607,121.10631715561672
1,2025-07-06,23,41.0,36.54796281904004,36.65366890198867,38.86980848839357,36.942101075215774
1,2025-07-07,0,0.0,0.0,0.0,0.0,0.0
1,2025-07-07,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-07,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-07,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-07,4,13.0,7.770761941579827,7.770625306010796,7.416691752385809,7.785997904986862
1,2025-07-07,5,130.0,116.98863982863669,116.98658278333107,111.65812138667617,117.2180169024511
1,2025-07-07,6,446.0,479.238193313776,479.22976672913256,457.4019874112811,480.17782518404505
1,2025-07-07,7,1125.0,1145.380191869258,1145.360052315962,1093.1916183055464,1147.6259138231228
1,2025-07-07,8,1440.0,1533.1767223657287,1533.1497640731625,1463.3184283867045,1536.1827885165255
1,2025-07-07,9,1117.0,1267.4965746341215,1267.4742878729235,1209.7438400429194,1269.9817275155058
1,2025-07-07,10,1104.0,1166.7278972968254,1166.7073823806113,1113.5666281137624,1169.015475230987
1,2025-07-07,11,1180.0,1215.6120296965823,1215.59065523644,1160.2233838241432,1217.9954536826535
1,2025-07-07,12,1055.0,1203.7215450421918,1203.7003796559018,1148.8746820969404,1206.0816556144111
1,2025-07-07,13,1011.0,1240.020817176178,1239.9990135292207,1183.519999284332,1242.452098939343
1,2025-07-07,14,906.0,1086.8528625047204,1086.8337520544922,1037.3310522181387,1088.9838312007691
1,2025-07-07,15,972.0,1184.169212994204,1184.1483914022594,1130.21324053813,1186.4909877355428
1,2025-07-07,16,971.0,1175.940762385162,1175.9200854764597,1122.3597144327364,1178.2464037829088
1,2025-07-07,17,1087.0,1484.2472006533724,1484.2211027028281,1416.6183515010086,1487.1573317584248
1,2025-07-07,18,1311.0,1583.0404844652003,1583.0126494035912,1510.9101775467477,1586.1443174064864
1,2025-07-07,19,966.0,1298.7361265342297,1298.7132904788978,1239.5599801676105,1301.2825301234827
1,2025-07-07,20,551.0,917.0674176505527,917.0512925872202,875.2817811180834,918.8654917290218
1,2025-07-07,21,393.0,464.7875772225478,464.77940472729324,443.6098051276843,465.6988760851105
1,2025-07-07,22,252.0,274.3659533139367,274.3611290575207,261.86463031258984,274.9038966528595
1,2025-07-07,23,44.0,37.67895570633662,37.67829318629134,35.96213629070241,37.75283201276228
1,2025-07-08,0,4.0,4.4859519878200835,4.485779083813426,4.386962009780837,4.554169257553184
1,2025-07-08,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-08,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-08,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-08,4,12.0,5.9818701709336395,5.981639609099124,5.849870274710476,6.072835667681469
1,2025-07-08,5,119.0,138.48765584948018,138.4823180592778,135.43169581057023,140.59361904289804
1,2025-07-08,6,427.0,490.3109199778972,490.2920217099705,479.4913955307351,497.76701232396584
1,2025-07-08,7,1106.0,1209.918740100111,1209.8721056736927,1183.2198744330303,1228.317811974407
1,2025-07-08,8,1549.0,1588.9718267769383,1588.9105823418527,1553.9085254610306,1613.1351080603417
1,2025-07-08,9,1272.0,1370.9812578414774,1370.9284155120954,1340.7282803298087,1391.829585803776
1,2025-07-08,10,1296.0,1290.0684760050412,1290.0187523323473,1261.6009733532974,1309.6863741548095
1,2025-07-08,11,1176.0,1229.9547022214854,1229.9072955402282,1202.8137097871597,1248.6584582823502
1,2025-07-08,12,1018.0,1291.860766464176,1291.810973710448,1263.3537139479506,1311.5059197343787
1,2025-07-08,13,1024.0,1252.9585772103856,1252.910283880728,1225.309966084163,1272.0121501104152
1,2025-07-08,14,1039.0,1128.8384523212724,1128.7949430077965,1103.9287578108233,1146.0045471426563
1,2025-07-08,15,978.0,1136.5410642623383,1136.4972580637266,1111.4613988317901,1153.824291669595
1,2025-07-08,16,1145.0,1180.136292113763,1180.0908056052442,1154.0946256053285,1198.082466299204
1,2025-07-08,17,1348.0,1498.7854717752193,1498.7277034322024,1465.7122821068058,1521.5773012637526
1,2025-07-08,18,1552.0,1611.725590180204,1611.663468736878,1576.1601892997635,1636.234884889462
1,2025-07-08,19,1173.0,1306.758805843092,1306.7084388677256,1277.9230033547424,1326.6305115983782
1,2025-07-08,20,953.0,848.3295168016721,848.2968192666073,829.6097176450498,861.2299498930953
1,2025-07-08,21,464.0,462.0903741465447,462.072563595441,451.89358289396114,469.11732044017685
1,2025-07-08,22,214.0,244.3892783891587,244.37985878646737,238.99642323456615,248.10567334144895
1,2025-07-08,23,46.0,40.275399615658486,40.27384726334125,39.38665605926271,40.887862211479735
1,2025-07-09,0,11.0,3.672317117865236,3.6721710550692768,3.5833762281473382,3.7002033016260483
1,2025-07-09,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-09,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-09,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-09,4,10.0,8.678549044441677,8.67820386370221,8.46836080396593,8.744450655240257
1,2025-07-09,5,155.0,130.909287203326,130.90408041537924,127.73875805170198,131.90336269348165
1,2025-07-09,6,497.0,463.8086085185985,463.79016098806784,452.5754962964045,467.33059522940704
1,2025-07-09,7,1188.0,1171.2487799201494,1171.202194653663,1142.8819735622997,1180.142799052535
1,2025-07-09,8,1433.0,1551.4818619169444,1551.4201532541688,1513.9060827150954,1563.263226901059
1,2025-07-09,9,1397.0,1398.0481881508783,1397.9925821613374,1364.1884626065557,1408.6644359938502
1,2025-07-09,10,1044.0,1261.5052873074574,1261.4551121772963,1230.952533001157,1271.0846801343878
1,2025-07-09,11,1062.0,1281.9956782341224,1281.9446881188462,1250.9466613390548,1291.7306673204093
1,2025-07-09,12,927.0,1188.8523888713023,1188.80510343861,1160.0592357160192,1197.8800831353035
1,2025-07-09,13,950.0,1256.9776681381602,1256.9276730895917,1226.5345695245182,1266.522679941856
1,2025-07-09,14,957.0,1076.329405403836,1076.2865954619708,1050.2614782957867,1084.5026427967182
1,2025-07-09,15,868.0,1188.4858568198288,1188.438585965588,1159.7015808082458,1197.510767778409
1,2025-07-09,16,946.0,1197.4118778971672,1197.3642520192307,1168.4114200497627,1206.50456967533
1,2025-07-09,17,1159.0,1414.075703965138,1414.0194604969436,1379.8278034700322,1424.8136586860512
1,2025-07-09,18,1542.0,1564.6952332710869,1564.6329990594816,1526.7994356812037,1576.5769355871519
1,2025-07-09,19,1112.0,1161.2914292122935,1161.2452399896229,1133.1657827550637,1170.1098359989314
1,2025-07-09,20,782.0,833.8280359863861,833.7948712976143,813.6333183157434,840.1598099291414
1,2025-07-09,21,378.0,456.48867673861594,456.4705203511613,445.4328480200765,459.9550786629854
1,2025-07-09,22,272.0,283.1998303764085,283.1885663821203,276.34093337127246,285.3503425074246
1,2025-07-09,23,29.0,39.07573750802369,39.07418330905574,38.129351139744315,39.37246384231463
1,2025-07-10,0,1.0,2.0471982109425686,2.0471263231795547,1.9785173563238574,2.042810528790915
1,2025-07-10,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-10,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-10,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-10,4,1.0,8.265955971639057,8.26566571098877,7.988643829933236,8.248239862231939
1,2025-07-10,5,114.0,111.24835347408316,111.24444696653175,107.51611496845912,111.00991910445056
1,2025-07-10,6,490.0,444.208174072415,444.19257561605843,429.3055638313363,443.2561195685676
1,2025-07-10,7,1276.0,1236.4358530781608,1236.3924353929006,1194.955027911005,1233.7858470869394
1,2025-07-10,8,1528.0,1609.3488530559084,1609.292340458185,1555.3572786120096,1605.8995967989454
1,2025-07-10,9,1278.0,1280.2996342295469,1280.2546762590873,1237.347235884873,1277.5556166625859
1,2025-07-10,10,1096.0,1287.110654416248,1287.065457275491,1243.9297551454072,1284.3520390484741
1,2025-07-10,11,1083.0,1308.6216514716957,1308.5756989680967,1264.7190860458281,1305.8169324011442
1,2025-07-10,12,938.0,1214.4849061854043,1214.44225931191,1173.7405069218203,1211.8819468247332
1,2025-07-10,13,880.0,1259.8549535739437,1259.8107135224184,1217.5884478469598,1257.1547543143304
1,2025-07-10,14,793.0,1075.8170060005516,1075.77922847732,1039.7247356036164,1073.511248282299
1,2025-07-10,15,700.0,1132.817930493371,1132.7781513715986,1094.81335273543,1130.3900048591402
1,2025-07-10,16,931.0,1236.439087604659,1236.3956698058178,1194.9581539233188,1233.789074681
1,2025-07-10,17,1177.0,1446.135891946062,1446.0851106031853,1397.6199014460906,1443.0364438281213
1,2025-07-10,18,1463.0,1589.8097416382582,1589.753915160229,1536.4736791342784,1586.4023628164978
1,2025-07-10,19,1269.0,1346.640647086152,1346.5933595381339,1301.4625934849878,1343.7544433466564
1,2025-07-10,20,863.0,876.7326471938067,876.701860556523,847.3193997810554,874.8535794184919
1,2025-07-10,21,594.0,432.11687444656866,432.10170057854816,417.6199116837435,431.1907347658562
1,2025-07-10,22,265.0,245.29816870189026,245.28955500902694,237.06873211250706,244.77243045588475
1,2025-07-10,23,24.0,53.0532128579405,53.05134988406104,51.27334612111188,52.939505922334355
1,2025-07-11,0,1.0,5.213314180147643,5.213114411777681,5.042794196803795,5.208776780152631
1,2025-07-11,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-11,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-11,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-11,4,2.0,5.443508184978049,5.4432995958312205,5.265458887936016,5.438770435984248
1,2025-07-11,5,106.0,123.78632224102553,123.78157888757259,119.73745028024568,123.67858500545707
1,2025-07-11,6,466.0,480.9065228183908,480.8880950181762,465.1767644675106,480.4879665643774
1,2025-07-11,7,1101.0,1082.9597745448816,1082.9182767372645,1047.5377231709858,1082.0172221672924
1,2025-07-11,8,1444.0,1682.9356652579227,1682.8711770450543,1627.8892683418594,1681.470924784727
1,2025-07-11,9,1317.0,1365.8714992932305,1365.8191606246671,1321.1958136811422,1364.6827151302348
1,2025-07-11,10,1064.0,1182.7413283173291,1182.6960069921452,1144.055566317265,1181.7119312175641
1,2025-07-11,11,1133.0,1171.1805681356432,1171.1356898058623,1132.8729419174451,1170.1612329257582
1,2025-07-11,12,941.0,1201.132324693194,1201.0862986455934,1161.8450197422694,1200.0869210179608
1,2025-07-11,13,834.0,1214.929117831603,1214.8825631063166,1175.1905396876837,1213.8717061386378
1,2025-07-11,14,712.0,1105.2575711975928,1105.215218963341,1069.1061910738003,1104.2956119669107
1,2025-07-11,15,876.0,1285.4731905721603,1285.4239326768875,1243.4272176131474,1284.3543809537603
1,2025-07-11,16,933.0,1303.1979100577923,1303.1479729710884,1260.5721871034743,1302.063673756993
1,2025-07-11,17,1198.0,1434.4199299039506,1434.3649645361756,1387.5021240508652,1433.1714847195847
1,2025-07-11,18,1310.0,1362.9235232246979,1362.8712975192811,1318.3442616554994,1361.7373048281488
1,2025-07-11,19,1054.0,1178.0264916713968,1177.9813510134811,1139.4949451739,1177.00119812247
1,2025-07-11,20,825.0,776.4687979869026,776.4390445707952,751.0716241499722,775.7929995603414
1,2025-07-11,21,530.0,533.4039105004892,533.3834710590802,515.9570383590695,532.9396632256826
1,2025-07-11,22,324.0,282.33070272142373,282.31988412459185,273.096072875242,282.0849766276467
1,2025-07-11,23,82.0,47.92415973300125,47.922323332788096,46.356629628915364,47.882449014134245
1,2025-07-12,0,1.0,6.507417735593891,6.507132186906233,6.99943929463595,6.501104040826501
1,2025-07-12,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-12,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-12,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-12,4,0.0,0.579090955827486,0.579065545031808,0.6228756407040891,0.5785291041551012
1,2025-07-12,5,45.0,38.373300088824905,38.37161624956229,41.27467997596831,38.33606914502778
1,2025-07-12,6,175.0,171.89871203600475,171.89116903605816,184.8958601721476,171.73193067313537
1,2025-07-12,7,301.0,340.65250766611314,340.6375596666971,366.4090188851015,340.3219962339999
1,2025-07-12,8,364.0,463.0279260011749,463.00760810827313,498.0371618129462,462.5786822131883
1,2025-07-12,9,631.0,699.4669481156049,699.4362551622384,752.3531823015253,698.7883039913581
1,2025-07-12,10,748.0,780.3398604777719,780.3056187812741,839.3408421782185,779.5827509922481
1,2025-07-12,11,590.0,670.7267751957355,670.6973433752784,721.4399838803384,670.0760156620823
1,2025-07-12,12,668.0,832.5311407593045,832.4946088837838,895.4782707071676,831.7233937049929
1,2025-07-12,13,492.0,777.3744994900211,777.3403879150204,836.1512722038007,776.6202670879907
1,2025-07-12,14,545.0,717.3461891401407,717.3147116368932,771.5842609367411,716.650198032023
1,2025-07-12,15,464.0,637.3770174659321,637.3490490492305,685.5686729848082,636.7586148823669
1,2025-07-12,16,425.0,643.9291825798706,643.9009266509444,692.6162429775248,643.3044228862694
1,2025-07-12,17,570.0,610.7255866095875,610.698787670767,656.9021450356621,610.1330420554863
1,2025-07-12,18,547.0,552.2649928319503,552.2407591727094,594.0213843559269,551.7291685254233
1,2025-07-12,19,360.0,570.9525586068338,570.9275049280246,614.1219046422393,570.3986030551583
1,2025-07-12,20,224.0,403.175787684887,403.15809613322295,433.659642830637,402.7846142633436
1,2025-07-12,21,138.0,348.60603443621426,348.59073743213565,374.9639065636784,348.2678062503301
1,2025-07-12,22,135.0,170.6692446427651,170.66175559245184,183.57343356095205,170.5036561465846
1,2025-07-12,23,31.0,39.54264582738024,39.540910676652054,42.53243917385886,39.504280348753674
1,2025-07-13,0,0.0,0.0,0.0,0.0,0.0
1,2025-07-13,1,0.0,0.0,0.0,0.0,0.0
1,2025-07-13,2,0.0,0.0,0.0,0.0,0.0
1,2025-07-13,3,0.0,0.0,0.0,0.0,0.0
1,2025-07-13,4,0.0,0.0,0.0,0.0,0.0
1,2025-07-13,5,26.0,28.04576927808092,28.126884836514247,29.827481387848,28.12503406136983
1,2025-07-13,6,112.0,125.72163946641028,126.0852586950845,133.70857558059063,126.0769621679637
1,2025-07-13,7,254.0,265.6149696558219,266.38319627775024,282.48915140062644,266.36566801603817
1,2025-07-13,8,353.0,354.86476777644174,355.89112770692134,377.4088758666097,355.8677097401928
1,2025-07-13,9,588.0,549.0376957241813,550.6256535672354,583.9173633664207,550.5894218878502
1,2025-07-13,10,664.0,635.6591211530915,637.4976103767003,676.0417379610931,637.4556624418768
1,2025-07-13,11,632.0,611.4503377133316,613.2188089257304,650.2950012496766,613.1784585585907
1,2025-07-13,12,599.0,788.37695388645,790.6571422541282,838.4615406871615,790.6051162798639
